policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
144321,ST  JOHNS COUNTY,88569,88569,75826.4,0,
775283,ST  JOHNS COUNTY,88569,88569,112953.64,0,
397202,ST  JOHNS COUNTY,88569,88569,69794.59,0,
217068,ST  JOHNS COUNTY,5508,5508,6011.3,0,
611518,ST  JOHNS COUNTY,22068,22068,22868.1,0,
581062,ST  JOHNS COUNTY,2205,2205,2543.62,44.1,
599189,ST  JOHNS COUNTY,331312.5,0,533946.54,0,
392938,ST  JOHNS COUNTY,815202.73,0,1004329.76,0,
640979,ST  JOHNS COUNTY,552372.75,0,519401.62,0,
753749,FLAGLER COUNTY,16409.74,0,23428.39,0,
716300,ST  JOHNS COUNTY,56113.2,0,48739.92,0,
405514,ST  JOHNS COUNTY,16740000,16740000,20610000,0,
952351,ST  JOHNS COUNTY,25902,25902,24398.83,0,
636902,ST  JOHNS COUNTY,1836,1836,2527.48,0,
587845,ST  JOHNS COUNTY,15993,15993,17384.65,0,
218318,ST  JOHNS COUNTY,39348,39348,35792.36,0,
904790,ST  JOHNS COUNTY,12411,12411,10108.31,0,
766044,ST  JOHNS COUNTY,84169.79,0,134593.05,0,
736640,ST  JOHNS COUNTY,171004.96,0,187971.39,0,
937515,ST  JOHNS COUNTY,17423.15,0,19984.49,0,
147295,ST  JOHNS COUNTY,1284191.96,0,1642977.22,0,
686788,ST  JOHNS COUNTY,264600,264600,293714.47,0,
180193,ST  JOHNS COUNTY,1221475.86,0,1465184.72,0,
403715,ST  JOHNS COUNTY,166599,166599,137403.52,0,
927744,ST  JOHNS COUNTY,17982,17982,12187.12,0,
594385,ST  JOHNS COUNTY,918,918,1273.12,0,
578894,ST  JOHNS COUNTY,918,918,1255.38,0,
481388,ST  JOHNS COUNTY,74331,74331,109824.35,0,
731719,ST  JOHNS COUNTY,74331,74331,74026.54,0,
121709,ST  JOHNS COUNTY,243774,243774,361565.6,0,
661496,ST  JOHNS COUNTY,675,675,869.48,13.5,
352290,ST  JOHNS COUNTY,1836,1836,3061.31,0,
940268,ST  JOHNS COUNTY,113436,113436,112971.37,0,
217378,ST  JOHNS COUNTY,34929,34929,45942.81,0,
780296,ST  JOHNS COUNTY,1935,1935,3351.98,38.7,
543467,ST  JOHNS COUNTY,3735,3735,5087.34,74.7,
453122,ST  JOHNS COUNTY,74331,74331,106865.38,0,
406909,ST  JOHNS COUNTY,1107,1107,1647.86,0,
413465,ST  JOHNS COUNTY,549,549,837.07,0,
989269,ST  JOHNS COUNTY,675,675,849.4,13.5,
113070,ST  JOHNS COUNTY,557432.1,0,717207.75,0,
270693,ST  JOHNS COUNTY,1732500,1732500,1451152.4,8999.1,
931285,ST  JOHNS COUNTY,862434.11,0,1489186.54,0,
479436,ST  JOHNS COUNTY,76426.17,0,90038.59,0,
745546,ST  JOHNS COUNTY,78558.47,0,112062.25,0,
259171,ST  JOHNS COUNTY,39279.24,0,40360.52,0,
845968,ST  JOHNS COUNTY,39279.24,0,55937.56,0,
333908,ST  JOHNS COUNTY,67335.83,0,54459.88,0,
575150,ST  JOHNS COUNTY,39279.24,0,50964.1,0,
921842,ST  JOHNS COUNTY,39279.24,0,59618.58,0,
132865,ST  JOHNS COUNTY,5611.32,0,8349.26,0,
623689,UNION COUNTY,818872.99,0,1155925.21,0,
569166,ST  JOHNS COUNTY,8550,8550,11431.49,0,
365016,ST  JOHNS COUNTY,30513.78,0,50955.57,0,
739949,ST  JOHNS COUNTY,13869.9,13869.9,19992.63,0,
860965,ST  JOHNS COUNTY,188630.64,0,193970.02,0,
650181,ST  JOHNS COUNTY,60102.9,60102.9,77446.19,0,
178508,ST  JOHNS COUNTY,164589.48,0,212847.12,0,
559266,ST  JOHNS COUNTY,60102.9,60102.9,68220.16,0,
536447,ST  JOHNS COUNTY,10171.26,0,9006.65,0,
831984,ST  JOHNS COUNTY,1854867.96,0,1649237.3,0,
107299,ST  JOHNS COUNTY,2773.98,0,3413.38,0,
395298,ST  JOHNS COUNTY,3698.64,0,3928.7,0,
625216,ST  JOHNS COUNTY,1918944.45,0,2450576.5,0,
167116,ST  JOHNS COUNTY,168750,168750,191230.88,0,
136213,ST  JOHNS COUNTY,21555,21555,31795.78,431.1,
771693,ST  JOHNS COUNTY,2952,2952,2543.02,0,
647091,ST  JOHNS COUNTY,117126,117126,155868.47,0,
698704,ST  JOHNS COUNTY,266184,266184,315383.32,0,
231209,ST  JOHNS COUNTY,3726,3726,5613.68,0,
862827,ST  JOHNS COUNTY,1377,1377,1853.99,0,
389215,ST  JOHNS COUNTY,549,549,535.38,0,
998686,ST  JOHNS COUNTY,45504,45504,70679.36,0,
854991,ST  JOHNS COUNTY,7353,7353,8021.31,0,
791159,ST  JOHNS COUNTY,519498,519498,414102.25,0,
862845,ST  JOHNS COUNTY,26595,26595,32679.62,531.9,
799393,ST  JOHNS COUNTY,11403,11403,14214.32,0,
409123,ST  JOHNS COUNTY,86130,86130,106812.4,1722.6,
416022,ST  JOHNS COUNTY,86130,86130,72161.78,1722.6,
109952,ST  JOHNS COUNTY,2943,2943,3525.95,0,
231215,ST  JOHNS COUNTY,33093,33093,54786.39,0,
498459,ST  JOHNS COUNTY,7353,7353,7393.56,0,
125310,ST  JOHNS COUNTY,73872,73872,91165.29,0,
609192,ST  JOHNS COUNTY,17982,17982,22585.3,0,
404396,ST  JOHNS COUNTY,5661,5661,5203.03,0,
875517,ST  JOHNS COUNTY,1836,1836,1957.45,0,
462865,ST  JOHNS COUNTY,180,180,263.97,3.6,
118657,ST  JOHNS COUNTY,18729,18729,20263.28,0,
235283,ST  JOHNS COUNTY,1107,1107,1137.36,0,
553660,ST  JOHNS COUNTY,5508,5508,6781.45,0,
539364,ST  JOHNS COUNTY,8208,8208,11780.12,0,
128242,ST  JOHNS COUNTY,158346,158346,172915.73,0,
526205,ST  JOHNS COUNTY,2484,2484,3947.98,0,
189489,ST  JOHNS COUNTY,17649,17649,30131.5,0,
576623,ST  JOHNS COUNTY,270,270,377.85,5.4,
380278,ST  JOHNS COUNTY,3483,3483,3913.33,0,
949520,ST  JOHNS COUNTY,17280,17280,21119.62,345.6,
519120,ST  JOHNS COUNTY,10350,10350,11103.71,207,
786881,ST  JOHNS COUNTY,29484,29484,29752.04,0,
725244,ST  JOHNS COUNTY,3222,3222,5047.36,0,
512917,ST  JOHNS COUNTY,12312,12312,19199.04,0,
499308,ST  JOHNS COUNTY,21510,21510,22314.8,430.2,
569071,ST  JOHNS COUNTY,27756,27756,25949.64,0,
407793,ST  JOHNS COUNTY,6210,6210,8387.97,124.2,
380501,ST  JOHNS COUNTY,17145,17145,20116.43,342.9,
296989,ST  JOHNS COUNTY,86130,86130,124557.42,1722.6,
633291,ST  JOHNS COUNTY,86130,86130,147052.16,1722.6,
406476,ST  JOHNS COUNTY,128628,128628,168067.92,0,
640168,ST  JOHNS COUNTY,1656,1656,2638.86,0,
930040,ST  JOHNS COUNTY,2754,2754,2906.4,0,
670732,ST  JOHNS COUNTY,16830000,16830000,19710000,0,
514895,ST  JOHNS COUNTY,2304,2304,2752.7,0,
835575,ST  JOHNS COUNTY,549,549,559.79,0,
667421,ST  JOHNS COUNTY,549,549,804.26,0,
298326,ST  JOHNS COUNTY,2889,2889,3085.09,0,
884365,ST  JOHNS COUNTY,20043,20043,25544.6,0,
783989,ST  JOHNS COUNTY,43407,43407,64029.49,0,
863621,ST  JOHNS COUNTY,6705,6705,10350.29,134.1,
188565,ST  JOHNS COUNTY,7668,7668,8939.66,0,
435175,ST  JOHNS COUNTY,3177,3177,2756.59,0,
464220,ST  JOHNS COUNTY,7353,7353,6788.97,0,
291833,ST  JOHNS COUNTY,1935,1935,2331.69,38.7,
791510,ST  JOHNS COUNTY,1052955,1052955,997106.27,21059.1,
941716,ST  JOHNS COUNTY,2016,2016,1662.71,0,
892568,ST  JOHNS COUNTY,3386574,3386574,3272141.66,0,
157792,ST  JOHNS COUNTY,56259,56259,79550.23,0,
475305,ST  JOHNS COUNTY,77265,77265,96913.49,1545.3,
979654,ST  JOHNS COUNTY,3177,3177,2811.21,0,
408811,ST  JOHNS COUNTY,486,486,456.83,0,
757566,ST  JOHNS COUNTY,10260000,0,13230000,0,
736974,ST  JOHNS COUNTY,640103.09,0,805012.85,0,
548600,ST  JOHNS COUNTY,3988530,3988530,5698193.44,0,
749121,ST  JOHNS COUNTY,273600,273600,389551.68,0,
635004,ST  JOHNS COUNTY,533599.25,0,555103.29,0,
385025,ST  JOHNS COUNTY,1545296.5,0,1973034.57,0,
864004,ST  JOHNS COUNTY,201339.27,0,221621.38,0,
112287,ST  JOHNS COUNTY,201339.27,0,363667.04,0,
506991,ST  JOHNS COUNTY,382291.33,0,606711.63,0,
114301,ST  JOHNS COUNTY,13869.9,13869.9,21334.79,0,
585198,ST  JOHNS COUNTY,351720,351720,543293.44,0,
445604,ST  JOHNS COUNTY,9270000,9270000,10350000,0,
190995,ST  JOHNS COUNTY,34038,34038,34077.48,0,
649647,ST  JOHNS COUNTY,86130,86130,127561.98,1722.6,
335413,ST  JOHNS COUNTY,74331,74331,83407.56,0,
870532,ST  JOHNS COUNTY,74331,74331,78770.42,0,
859457,ST  JOHNS COUNTY,1701,1701,2424.03,0,
483553,ST  JOHNS COUNTY,3384,3384,3075.92,0,
891996,ST  JOHNS COUNTY,2484,2484,2357.84,0,
168150,ST  JOHNS COUNTY,3177,3177,4727.8,0,
516745,ST  JOHNS COUNTY,1062,1062,1126.68,0,
740371,ST  JOHNS COUNTY,324,324,414.09,0,
303989,ST  JOHNS COUNTY,67464,67464,81426.35,0,
778894,ST  JOHNS COUNTY,16182,16182,17628.02,0,
748017,ST  JOHNS COUNTY,37314,37314,35799.8,0,
163798,ST  JOHNS COUNTY,65187,65187,98333.68,0,
590757,ST  JOHNS COUNTY,11745,11745,10059.36,234.9,
983962,ST  JOHNS COUNTY,11745,11745,12600.29,234.9,
237087,ST  JOHNS COUNTY,12411,12411,19910.76,0,
223304,ST  JOHNS COUNTY,95976,95976,88080.05,0,
597925,ST  JOHNS COUNTY,12501,12501,12719.14,0,
543820,ST  JOHNS COUNTY,56628,56628,71630.12,0,
550003,ST  JOHNS COUNTY,1775771.78,0,3157616.99,0,
826944,ST  JOHNS COUNTY,861468.38,0,777285.69,0,
540121,ST  JOHNS COUNTY,1726278.47,0,1586308.36,0,
924229,ST  JOHNS COUNTY,2437417.44,0,3989038.38,0,
219411,ST  JOHNS COUNTY,7779789.99,0,9450000,0,
313165,BAKER COUNTY,216390.79,0,174140.92,0,
568643,BAKER COUNTY,53058.26,0,43206.14,0,
832860,BRADFORD COUNTY,486000,486000,492235.38,0,
483711,BRADFORD COUNTY,109800,109800,162328.32,0,
603099,BRADFORD COUNTY,24041.16,0,22063.29,0,
492456,BRADFORD COUNTY,163080,163080,210832.43,3261.6,
914938,BRADFORD COUNTY,32130,32130,50523.78,642.6,
254771,BRADFORD COUNTY,167760,167760,209735.9,3355.2,
979257,BRADFORD COUNTY,84420,84420,141987.69,1688.4,
406287,BRADFORD COUNTY,5940,5940,6301.15,118.8,
204117,BRADFORD COUNTY,4680,4680,5827.61,93.6,
556621,BRADFORD COUNTY,72990,72990,117824.55,1459.8,
944295,BRADFORD COUNTY,7830,7830,8840.7,156.6,
936566,CLAY COUNTY,645997.97,0,600261.31,0,
634360,BRADFORD COUNTY,632926.14,0,911206.05,0,
103158,ST  JOHNS COUNTY,154800,154800,231717.02,0,
486769,ST  JOHNS COUNTY,7397.28,0,8625.23,0,
353768,ST  JOHNS COUNTY,2773.98,0,5116.33,0,
375387,ST  JOHNS COUNTY,9246.6,9246.6,7057.01,0,
311926,ST  JOHNS COUNTY,2960100,2960100,3051413.16,59202,
117329,ST  JOHNS COUNTY,587781,587781,1095442.75,0,
150263,ST  JOHNS COUNTY,88569,88569,69298.16,0,
414086,ST  JOHNS COUNTY,74331,74331,116441.74,0,
255714,ST  JOHNS COUNTY,1935,1935,1810.05,38.7,
385962,ST  JOHNS COUNTY,17919,17919,22552.14,0,
453104,ST  JOHNS COUNTY,3681,3681,4057.93,0,
288494,ST  JOHNS COUNTY,639,639,1177.52,0,
721230,ST  JOHNS COUNTY,74331,74331,92595.02,0,
414917,ST  JOHNS COUNTY,74331,74331,94114.94,0,
501405,ST  JOHNS COUNTY,1377,1377,1586.8,0,
779882,ST  JOHNS COUNTY,2754,2754,2724.39,0,
918544,ST  JOHNS COUNTY,180,180,233.55,3.6,
159854,ST  JOHNS COUNTY,4495.5,4495.5,5041.58,0,
508110,ST  JOHNS COUNTY,21600000,21600000,17730000,432098.1,
594354,ST  JOHNS COUNTY,3177,3177,2960.79,0,
766511,ST  JOHNS COUNTY,45594,45594,61670.26,0,
213481,ST  JOHNS COUNTY,7353,7353,7033.47,0,
927116,ST  JOHNS COUNTY,74331,74331,121051.75,0,
852064,ST  JOHNS COUNTY,74331,74331,103219.45,0,
662676,ST  JOHNS COUNTY,35388,35388,31452.85,0,
376560,ST  JOHNS COUNTY,22500,22500,34744.32,1125,
665613,ST  JOHNS COUNTY,237934.8,0,210554.45,0,
770045,ST  JOHNS COUNTY,556984.8,0,746749.52,0,
675862,ST  JOHNS COUNTY,1350000,1350000,1199156.4,0,
609418,ST  JOHNS COUNTY,1363451.4,1363451.4,1195005.16,0,
596422,ST  JOHNS COUNTY,396284.4,396284.4,398049.45,0,
986262,ST  JOHNS COUNTY,135486,135486,227675.82,0,
933588,ST  JOHNS COUNTY,44640.9,44640.9,39803.97,0,
589802,ST  JOHNS COUNTY,1314171.04,0,1930517.26,0,
718093,ST  JOHNS COUNTY,44702.02,0,68805.34,0,
953534,ST  JOHNS COUNTY,830795.14,0,1047310.32,0,
167723,ST  JOHNS COUNTY,25363.16,0,38063.01,0,
206044,ST  JOHNS COUNTY,366698.61,0,296321.81,0,
996566,ST  JOHNS COUNTY,452071.47,0,432426.25,0,
677947,SUWANNEE COUNTY,291170.7,0,439691.05,0,
123859,ST  JOHNS COUNTY,3005145,3005145,2508094.02,60102.9,
958827,ST  JOHNS COUNTY,3466836,3466836,4126463.95,0,
415961,ST  JOHNS COUNTY,16965,16965,21125.09,339.3,
793227,ST  JOHNS COUNTY,575001,575001,528202.82,0,
195562,ST  JOHNS COUNTY,25902,25902,28573.27,0,
214533,ST  JOHNS COUNTY,9117,9117,6989.89,0,
547227,ST  JOHNS COUNTY,14373,14373,24538.51,0,
427338,ST  JOHNS COUNTY,91926,91926,101081.09,0,
570960,ST  JOHNS COUNTY,91926,91926,90822.89,0,
342194,ST  JOHNS COUNTY,74331,74331,112179.75,0,
946791,ST  JOHNS COUNTY,5508,5508,7582.04,0,
211065,ST  JOHNS COUNTY,279540,279540,235005.36,5590.8,
452100,ST  JOHNS COUNTY,7173,7173,11225.69,0,
268376,ST  JOHNS COUNTY,549,549,795.92,0,
540993,ST  JOHNS COUNTY,275503.5,0,230453.72,0,
404015,ST  JOHNS COUNTY,330055.2,0,445003.52,0,
781066,ST  JOHNS COUNTY,2070000,2070000,1746873,0,
999732,ST  JOHNS COUNTY,48257.35,0,66189.49,0,
464023,ST  JOHNS COUNTY,168339.59,0,199278.38,0,
798587,ST  JOHNS COUNTY,338169.54,0,342457.53,0,
504198,ST  JOHNS COUNTY,276296.89,0,231161.03,0,
666050,ST  JOHNS COUNTY,1683.4,0,2031.43,0,
832689,ST  JOHNS COUNTY,14028.3,0,23184.68,0,
613343,ST  JOHNS COUNTY,1571.17,0,2141.02,0,
700074,ST  JOHNS COUNTY,448905.56,0,549280.85,0,
306242,ST  JOHNS COUNTY,460128.2,0,551401.53,0,
863659,ST  JOHNS COUNTY,336679.17,0,275740.24,0,
839176,ST  JOHNS COUNTY,448905.56,0,797824.15,0,
785489,ST  JOHNS COUNTY,67335.83,0,77171.71,0,
572604,ST  JOHNS COUNTY,621734.21,0,897792.9,0,
855888,ST  JOHNS COUNTY,710766.77,0,739197.44,0,
688520,ST  JOHNS COUNTY,1122263.91,0,1870252.81,0,
892209,ST  JOHNS COUNTY,453698.75,0,523145.51,0,
644349,ST  JOHNS COUNTY,505181.49,0,596003.02,0,
283980,ST  JOHNS COUNTY,746305.5,0,724186.5,0,
487759,HAMILTON COUNTY,69660,69660,72481.37,0,
243415,HAMILTON COUNTY,237060.78,0,303774.43,0,
552494,HAMILTON COUNTY,20613.98,0,29470.41,0,
833066,NASSAU COUNTY,1350,1350,1615.2,0,
653751,NASSAU COUNTY,329530.5,0,341230.15,0,
851371,NASSAU COUNTY,1787577.35,0,2445856.28,0,
717931,NASSAU COUNTY,220094.9,0,186299.33,0,
751786,NASSAU COUNTY,100210.57,0,135067.82,0,
700270,NASSAU COUNTY,187528.45,0,300555.6,0,
444706,NASSAU COUNTY,912765.11,0,783590.6,0,
998224,NASSAU COUNTY,18360000,0,27630000,0,
727389,NASSAU COUNTY,1746086.42,0,1537366.24,0,
881157,NASSAU COUNTY,10381.5,10381.5,8892.25,0,
313002,DUVAL COUNTY,2578.5,2578.5,3866.2,0,
844263,DUVAL COUNTY,1212300,1212300,996601.52,0,
411984,DUVAL COUNTY,2202158.85,0,2159348.88,0,
461765,DUVAL COUNTY,849780.9,849780.9,1481667.78,0,
758811,DUVAL COUNTY,904408.22,0,1106763.23,0,
870206,DUVAL COUNTY,2250000,2250000,2762262,67500,
586078,DUVAL COUNTY,43602.3,43602.3,50983.3,0,
982848,DUVAL COUNTY,7603.2,7603.2,10617.87,0,
100141,DUVAL COUNTY,494802,494802,559055.01,0,
667865,DUVAL COUNTY,136234.76,0,114437.19,0,
950607,DUVAL COUNTY,396900,396900,510680.12,0,
364546,LAKE COUNTY,238719.6,0,434035.2,0,
946537,VOLUSIA COUNTY,15719.22,0,23932.51,0,
698118,FLAGLER COUNTY,26010000,0,24570000,0,
458103,FLAGLER COUNTY,1728045.71,0,1325805.05,0,
952149,FLAGLER COUNTY,59753.82,0,51419.36,0,
455522,FLAGLER COUNTY,423218.07,0,370556.2,0,
413009,FLAGLER COUNTY,84727.56,0,66080.89,0,
298283,FLAGLER COUNTY,12623.22,0,14262.82,0,
904303,FLAGLER COUNTY,44180.16,0,41726.4,0,
822182,FLAGLER COUNTY,11100.31,0,14712.35,0,
939043,FLAGLER COUNTY,15936.15,0,19689.43,0,
271453,FLAGLER COUNTY,378683.27,0,396479.49,0,
233553,FLAGLER COUNTY,36411.85,0,60335.6,0,
791144,FLAGLER COUNTY,6311.61,0,5926.98,0,
314982,FLAGLER COUNTY,382136.47,0,283447.44,0,
256609,FLAGLER COUNTY,1228483.94,0,1594282.24,0,
588362,FLAGLER COUNTY,9911.83,0,17333.7,0,
725566,FLAGLER COUNTY,27540000,0,20610000,0,
308552,FLAGLER COUNTY,533075.36,0,449182.62,0,
658781,FLAGLER COUNTY,448905.56,0,632978.39,0,
966762,FLAGLER COUNTY,168092.69,0,141601.28,0,
262754,FLAGLER COUNTY,24689.81,0,38158.12,0,
823033,FLAGLER COUNTY,33667.92,0,41758.99,0,
524157,FLAGLER COUNTY,14589.43,0,18892.15,0,
916069,PUTNAM COUNTY,234675,234675,317466.46,0,
993121,PUTNAM COUNTY,86580,86580,144213.19,0,
572675,PUTNAM COUNTY,302363.82,0,325464.42,0,
620961,PUTNAM COUNTY,101065.66,0,90365.64,0,
833995,PUTNAM COUNTY,57751.81,0,91054.04,0,
747212,PUTNAM COUNTY,24063.25,0,41210.25,0,
327138,PUTNAM COUNTY,101065.66,0,157746.52,0,
473550,PUTNAM COUNTY,5487.38,0,4297.12,0,
766677,PUTNAM COUNTY,440448.01,0,635511.42,0,
393419,PUTNAM COUNTY,646559.94,0,837883.49,0,
649235,PUTNAM COUNTY,244944,244944,221037.47,0,
230248,PUTNAM COUNTY,244944,244944,338786.95,0,
833869,MARION COUNTY,602878.32,0,873778.08,0,
581607,VOLUSIA COUNTY,4690719,4690719,6135929.52,0,
811078,VOLUSIA COUNTY,193245.3,193245.3,192713.49,0,
545899,VOLUSIA COUNTY,77041.8,77041.8,74969.68,0,
767305,VOLUSIA COUNTY,93894.3,93894.3,71864.82,0,
622163,VOLUSIA COUNTY,109609.2,109609.2,145366.79,0,
322311,VOLUSIA COUNTY,328827.6,328827.6,251309.78,0,
997329,VOLUSIA COUNTY,164413.8,164413.8,174619.79,0,
702647,VOLUSIA COUNTY,575448.3,575448.3,656287.28,0,
276776,VOLUSIA COUNTY,873093.6,873093.6,1242914.22,0,
780681,VOLUSIA COUNTY,90000,90000,102574.08,0,
174867,VOLUSIA COUNTY,2312574.66,0,1956791.99,0,
113931,VOLUSIA COUNTY,3869702.1,3869702.1,3561859.56,0,
732020,VOLUSIA COUNTY,5562107.1,5562107.1,5049775.85,0,
368930,VOLUSIA COUNTY,3066906.6,3066906.6,4641456.45,0,
804598,VOLUSIA COUNTY,5486323.5,5486323.5,5430363,0,
814179,VOLUSIA COUNTY,446040,446040,555637.38,0,
134126,VOLUSIA COUNTY,1152000,1152000,1026224.64,0,
723594,VOLUSIA COUNTY,22500,22500,26292.24,0,
181082,VOLUSIA COUNTY,302400000,0,377100000,0,
606698,VOLUSIA COUNTY,1045265.77,0,1342121.25,0,
588795,VOLUSIA COUNTY,1179252,1179252,1386256.72,58962.6,
126192,VOLUSIA COUNTY,22500,22500,28557.36,1125,
830965,VOLUSIA COUNTY,630087.3,0,880071.92,0,
919780,VOLUSIA COUNTY,668693.25,0,582371.64,0,
975791,VOLUSIA COUNTY,412579.42,0,390382.65,0,
889385,VOLUSIA COUNTY,177742.98,0,169606.97,0,
126250,VOLUSIA COUNTY,90597.15,0,91215.48,0,
628294,VOLUSIA COUNTY,888696,0,1236330.77,44434.8,
849044,VOLUSIA COUNTY,1534014,0,2149264.06,76700.7,
657150,VOLUSIA COUNTY,507780,0,723840.9,25389,
374564,VOLUSIA COUNTY,20250000,0,27720000,0,
615021,VOLUSIA COUNTY,1175913,0,1247055.74,0,
829371,VOLUSIA COUNTY,1453698,0,1306234.87,72684.9,
609532,VOLUSIA COUNTY,1594467,0,1606798.61,0,
554209,VOLUSIA COUNTY,1151244,0,1638339.94,57562.2,
330481,VOLUSIA COUNTY,2603193.22,0,3508687.95,0,
811045,VOLUSIA COUNTY,615141.68,0,1088141.33,0,
812314,VOLUSIA COUNTY,201339.27,0,236682.16,0,
336858,VOLUSIA COUNTY,201339.27,0,208110.71,0,
328297,VOLUSIA COUNTY,382291.33,0,484167.38,0,
151192,VOLUSIA COUNTY,3084830.72,0,2930589.19,0,
814312,VOLUSIA COUNTY,11610000,0,12780000,0,
901192,VOLUSIA COUNTY,0,0,480699.81,0,
876074,VOLUSIA COUNTY,0,0,161021.94,0,
945231,VOLUSIA COUNTY,0,0,99689.2,0,
238719,VOLUSIA COUNTY,0,0,941059.94,0,
965676,VOLUSIA COUNTY,0,0,648000,0,
333296,VOLUSIA COUNTY,168339.59,0,163273.07,0,
304939,VOLUSIA COUNTY,0,900000,732290.4,0,
964259,VOLUSIA COUNTY,208962,208962,219739.84,10448.1,
999971,VOLUSIA COUNTY,208962,208962,232532.91,10448.1,
171551,VOLUSIA COUNTY,250754.4,250754.4,273902.79,0,
603605,VOLUSIA COUNTY,277276.92,0,375180.63,0,
427258,VOLUSIA COUNTY,328571.1,0,554741.05,0,
674019,VOLUSIA COUNTY,884196,0,1521736.68,44209.8,
286687,VOLUSIA COUNTY,3339117,0,3783219.56,0,
186439,VOLUSIA COUNTY,1306224,0,1859825.24,65311.2,
207249,VOLUSIA COUNTY,978885,0,1327368.06,0,
215054,VOLUSIA COUNTY,388656,0,630005.16,19432.8,
138322,VOLUSIA COUNTY,157959,0,222001.9,0,
298655,VOLUSIA COUNTY,2952666,0,4741907.78,147633.3,
380670,VOLUSIA COUNTY,201339.27,0,230081.86,0,
375871,VOLUSIA COUNTY,214644.01,0,152397.24,0,
243333,VOLUSIA COUNTY,0,0,82465.05,0,
324430,VOLUSIA COUNTY,0,0,45792.79,0,
979835,VOLUSIA COUNTY,0,0,79831.97,0,
992466,VOLUSIA COUNTY,0,0,100628.24,0,
644551,VOLUSIA COUNTY,0,0,3545753.21,0,
608004,VOLUSIA COUNTY,115817.64,0,113455.88,0,
963661,VOLUSIA COUNTY,72386.02,0,78958.67,0,
450915,VOLUSIA COUNTY,142190.84,0,112207.06,0,
424579,VOLUSIA COUNTY,646985.14,0,493122.37,0,
801019,VOLUSIA COUNTY,81370.87,0,121927.73,0,
567840,VOLUSIA COUNTY,45325.99,0,50603.75,0,
534558,VOLUSIA COUNTY,52230.16,0,71787.75,0,
398850,VOLUSIA COUNTY,11559.32,0,10016.73,0,
722892,VOLUSIA COUNTY,93679.86,0,158303.13,0,
563837,VOLUSIA COUNTY,4715259.15,0,5936275.51,0,
614342,VOLUSIA COUNTY,77211.76,0,71019.37,0,
953411,VOLUSIA COUNTY,365229.57,0,289919.23,0,
554802,VOLUSIA COUNTY,1027320.38,0,1395388.73,0,
446578,VOLUSIA COUNTY,92238.87,0,154806.34,0,
410270,VOLUSIA COUNTY,27720000,27720000,23760000,831330,
194495,VOLUSIA COUNTY,8532000,8532000,14310000,255960,
556684,VOLUSIA COUNTY,18360000,18360000,26550000,551205,
762491,VOLUSIA COUNTY,1061509.68,0,1169889.82,0,
300347,VOLUSIA COUNTY,38835.72,0,52392.8,0,
401532,VOLUSIA COUNTY,1661635.35,0,1803339.61,0,
808985,VOLUSIA COUNTY,225000,225000,353993.26,11250,
637200,VOLUSIA COUNTY,346708.8,0,448128.75,0,
544360,VOLUSIA COUNTY,1240095.22,0,1220941.95,0,
145359,VOLUSIA COUNTY,749295,0,603287.38,0,
793469,VOLUSIA COUNTY,937170,0,1486539.05,46858.5,
836401,VOLUSIA COUNTY,480276,0,642234.67,24013.8,
377990,VOLUSIA COUNTY,2824227,0,3487355.5,0,
951870,VOLUSIA COUNTY,6118776,0,5254804.83,305938.8,
587641,VOLUSIA COUNTY,254232,0,318143.38,12711.6,
533314,VOLUSIA COUNTY,1543464,0,1964767.93,77173.2,
262394,VOLUSIA COUNTY,1873014.59,0,2465074.5,0,
701308,VOLUSIA COUNTY,2029500,2029500,2393933.26,101475,
885405,VOLUSIA COUNTY,0,0,136470.47,0,
273137,VOLUSIA COUNTY,0,0,18180000,0,
930476,VOLUSIA COUNTY,0,0,79057.7,0,
212362,VOLUSIA COUNTY,160713.19,0,183926.6,0,
765810,VOLUSIA COUNTY,76540.19,0,111298,0,
208750,VOLUSIA COUNTY,8480.91,0,7779.13,0,
539954,VOLUSIA COUNTY,0,108000,102001.68,0,
106859,VOLUSIA COUNTY,411485.4,411485.4,529787.45,0,
331321,VOLUSIA COUNTY,259068.6,259068.6,264565,0,
387503,VOLUSIA COUNTY,222376.5,222376.5,352978.22,0,
698198,VOLUSIA COUNTY,155663.1,155663.1,175163.79,0,
493914,VOLUSIA COUNTY,728492.4,728492.4,689853.16,0,
217685,VOLUSIA COUNTY,1575000,1575000,2206650.6,78750,
293951,VOLUSIA COUNTY,1080928.8,1080928.8,1229448.42,0,
927490,VOLUSIA COUNTY,32400,32400,51278.77,1620,
727826,VOLUSIA COUNTY,1236766.65,0,1642920.82,0,
243605,VOLUSIA COUNTY,936408.6,936408.6,958320.56,0,
227907,VOLUSIA COUNTY,553230,0,564347.71,27661.5,
213798,VOLUSIA COUNTY,102816,0,89152.16,5140.8,
722836,VOLUSIA COUNTY,3809571.3,3809571.3,6310943.43,0,
529407,VOLUSIA COUNTY,201339.27,0,197252.08,0,
860131,VOLUSIA COUNTY,1097578.8,1097578.8,975965.97,0,
103863,VOLUSIA COUNTY,0,0,827934.67,0,
633155,VOLUSIA COUNTY,11222.64,0,19450.63,0,
182502,VOLUSIA COUNTY,1035866.42,0,1229117.66,0,
467572,VOLUSIA COUNTY,65434.72,0,49822,0,
